chid	chemical_name	measure	yes_no
20921	2-Naphthylamine	deoxycortisol	no
20921	2-Naphthylamine	hydroxyprogesteroneesterone	yes
20921	2-Naphthylamine	androsteinedione	no
20921	2-Naphthylamine	cortisol	no
20921	2-Naphthylamine	progesterone	yes
20921	2-Naphthylamine	testosterone	no
26081	"3,3',5,5'-Tetrabromobisphenol A"	hydroxyprogesteroneesterone	yes
26081	"3,3',5,5'-Tetrabromobisphenol A"	progesterone	yes
26081	"3,3',5,5'-Tetrabromobisphenol A"	testosterone	yes
21239	all-trans-Retinoic acid	androsteinedione	no
21239	all-trans-Retinoic acid	cortisol	yes
21239	all-trans-Retinoic acid	deoxycortisone	yes
21239	all-trans-Retinoic acid	progesterone	yes
21239	all-trans-Retinoic acid	testosterone	no
27921	Di(propylene glycol) dibenzoate	hydroxyprogesteroneesterone	no
27921	Di(propylene glycol) dibenzoate	deoxycortisone	no
27921	Di(propylene glycol) dibenzoate	progesterone	no
27921	Di(propylene glycol) dibenzoate	testosterone	no
21126	Phenothiazine	deoxycortisol	no
21126	Phenothiazine	hydroxyprogesteroneesterone	no
21126	Phenothiazine	androsteinedione	no
21126	Phenothiazine	cortisol	no
21126	Phenothiazine	estradiol	yes
21126	Phenothiazine	estrone	yes
21126	Phenothiazine	testosterone	no
20916	"1,5-Naphthalenediamine"	deoxycortisol	no
20916	"1,5-Naphthalenediamine"	hydroxyprogesteroneesterone	yes
20916	"1,5-Naphthalenediamine"	cortisol	no
20916	"1,5-Naphthalenediamine"	deoxycortisone	no
20916	"1,5-Naphthalenediamine"	progesterone	yes
20916	"1,5-Naphthalenediamine"	testosterone	yes
26727	Geraniol	cortisol	no
26727	Geraniol	deoxycortisone	no
42121	Mepanipyrim	hydroxyprogesteroneesterone	no
42121	Mepanipyrim	androsteinedione	no
42121	Mepanipyrim	deoxycortisone	yes
42121	Mepanipyrim	estrone	yes
42121	Mepanipyrim	testosterone	no
22474	Corticosterone	deoxycortisol	no
22474	Corticosterone	hydroxypregnenolone	yes
22474	Corticosterone	hydroxyprogesteroneesterone	no
22474	Corticosterone	cortisol	yes
22474	Corticosterone	deoxycortisone	no
47389	SAR150640	deoxycortisol	no
47389	SAR150640	hydroxyprogesteroneesterone	no
47389	SAR150640	androsteinedione	no
47389	SAR150640	deoxycortisone	no
47389	SAR150640	estradiol	no
47389	SAR150640	estrone	no
47389	SAR150640	testosterone	no
20453	Dieldrin	hydroxyprogesteroneesterone	no
47307	PD-0333941	deoxycortisol	no
47307	PD-0333941	hydroxyprogesteroneesterone	no
47307	PD-0333941	cortisol	no
40713	Octyl gallate	hydroxypregnenolone	yes
40713	Octyl gallate	deoxycortisone	yes
40713	Octyl gallate	progesterone	yes
31860	PFDA	hydroxypregnenolone	no
31860	PFDA	cortisol	no
31860	PFDA	deoxycortisone	no
21301	Tamoxifen citrate	deoxycortisol	no
21301	Tamoxifen citrate	hydroxyprogesteroneesterone	no
21301	Tamoxifen citrate	androsteinedione	no
21301	Tamoxifen citrate	cortisol	no
21301	Tamoxifen citrate	deoxycortisone	no
21301	Tamoxifen citrate	testosterone	no
20887	6-Methylquinoline	deoxycortisone	no
20887	6-Methylquinoline	progesterone	no
26156	"Toluene-2,4-diisocyanate"	deoxycortisol	no
26156	"Toluene-2,4-diisocyanate"	hydroxypregnenolone	no
26156	"Toluene-2,4-diisocyanate"	cortisol	no
26156	"Toluene-2,4-diisocyanate"	deoxycortisone	no
37717	Bisphenol AF	hydroxyprogesteroneesterone	yes
37717	Bisphenol AF	progesterone	yes
47359	SSR180711	deoxycortisol	no
47359	SSR180711	hydroxyprogesteroneesterone	no
47359	SSR180711	androsteinedione	no
47359	SSR180711	cortisol	no
47359	SSR180711	deoxycortisone	no
47359	SSR180711	testosterone	no
47253	CP-401387	hydroxypregnenolone	yes
47253	CP-401387	hydroxyprogesteroneesterone	yes
47253	CP-401387	estradiol	yes
47253	CP-401387	estrone	yes
47346	SSR162369	cortisol	no
20561	Endrin	deoxycortisol	no
20561	Endrin	hydroxyprogesteroneesterone	no
20561	Endrin	androsteinedione	no
20561	Endrin	cortisol	no
20561	Endrin	testosterone	no
27320	Sodium 4-nitrophenolate	hydroxyprogesteroneesterone	yes
27320	Sodium 4-nitrophenolate	deoxycortisone	no
20257	Catechol	deoxycortisone	yes
20257	Catechol	progesterone	yes
20845	Methyl methanesulfonate	deoxycortisone	no
20845	Methyl methanesulfonate	progesterone	no
44593	1-Benzylquinolinium chloride	cortisol	no
44593	1-Benzylquinolinium chloride	deoxycortisone	no
44593	1-Benzylquinolinium chloride	progesterone	no
48516	PharmaGSID_48516	deoxycortisol	no
48516	PharmaGSID_48516	hydroxyprogesteroneesterone	no
48516	PharmaGSID_48516	deoxycortisone	no
23380	Norethindrone	deoxycortisol	no
23380	Norethindrone	hydroxypregnenolone	yes
23380	Norethindrone	hydroxyprogesteroneesterone	no
23380	Norethindrone	androsteinedione	no
23380	Norethindrone	cortisol	no
23380	Norethindrone	estradiol	no
23380	Norethindrone	estrone	no
23380	Norethindrone	testosterone	no
21185	Prednisone	cortisol	no
21185	Prednisone	deoxycortisone	yes
47374	SSR161421	hydroxyprogesteroneesterone	yes
47374	SSR161421	androsteinedione	no
47374	SSR161421	deoxycortisone	yes
47374	SSR161421	estradiol	yes
47374	SSR161421	estrone	yes
47374	SSR161421	progesterone	yes
47374	SSR161421	testosterone	no
47276	CP-409092	deoxycortisone	no
21969	4-Hydroxy-3-methoxybenzaldehyde	estradiol	yes
21969	4-Hydroxy-3-methoxybenzaldehyde	estrone	yes
26728	"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol"	cortisol	no
26728	"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol"	deoxycortisone	no
26728	"(2Z)-3,7-Dimethylocta-2,6-dien-1-ol"	progesterone	no
25595	"N,N'-Methylenebisacrylamide"	testosterone	no
27494	"2,3-Diaminotoluene"	hydroxypregnenolone	yes
27494	"2,3-Diaminotoluene"	hydroxyprogesteroneesterone	yes
27494	"2,3-Diaminotoluene"	estradiol	yes
27494	"2,3-Diaminotoluene"	estrone	yes
27494	"2,3-Diaminotoluene"	progesterone	yes
27494	"2,3-Diaminotoluene"	testosterone	yes
47381	AVE8923	deoxycortisone	no
20485	"3,3'-Dimethoxybenzidine dihydrochloride"	hydroxyprogesteroneesterone	yes
20485	"3,3'-Dimethoxybenzidine dihydrochloride"	androsteinedione	no
20485	"3,3'-Dimethoxybenzidine dihydrochloride"	cortisol	no
20485	"3,3'-Dimethoxybenzidine dihydrochloride"	estradiol	yes
20485	"3,3'-Dimethoxybenzidine dihydrochloride"	estrone	yes
20485	"3,3'-Dimethoxybenzidine dihydrochloride"	progesterone	yes
40721	4-Cyclohexylcyclohexanone	deoxycortisol	no
40721	4-Cyclohexylcyclohexanone	hydroxyprogesteroneesterone	no
40721	4-Cyclohexylcyclohexanone	androsteinedione	no
40721	4-Cyclohexylcyclohexanone	cortisol	no
40721	4-Cyclohexylcyclohexanone	deoxycortisone	no
40721	4-Cyclohexylcyclohexanone	progesterone	no
40721	4-Cyclohexylcyclohexanone	testosterone	no
47526	C10-21 sulfonic acids phenyl esters	hydroxyprogesteroneesterone	no
47526	C10-21 sulfonic acids phenyl esters	cortisol	yes
47526	C10-21 sulfonic acids phenyl esters	deoxycortisone	no
47526	C10-21 sulfonic acids phenyl esters	estradiol	yes
47526	C10-21 sulfonic acids phenyl esters	estrone	yes
20458	Chlorpyrifos	androsteinedione	no
20458	Chlorpyrifos	estradiol	yes
20458	Chlorpyrifos	progesterone	yes
20458	Chlorpyrifos	testosterone	no
20283	"4-Chloro-1,2-diaminobenzene"	hydroxypregnenolone	yes
20283	"4-Chloro-1,2-diaminobenzene"	hydroxyprogesteroneesterone	yes
20283	"4-Chloro-1,2-diaminobenzene"	deoxycortisone	yes
20283	"4-Chloro-1,2-diaminobenzene"	estrone	yes
20283	"4-Chloro-1,2-diaminobenzene"	progesterone	yes
20290	Pirinixic acid	deoxycortisol	no
20290	Pirinixic acid	hydroxyprogesteroneesterone	no
20290	Pirinixic acid	deoxycortisone	no
20290	Pirinixic acid	testosterone	no
46970	5HPP-33	deoxycortisol	no
46970	5HPP-33	hydroxyprogesteroneesterone	yes
46970	5HPP-33	androsteinedione	no
46970	5HPP-33	cortisol	no
46970	5HPP-33	deoxycortisone	no
46970	5HPP-33	estradiol	no
46970	5HPP-33	estrone	no
46970	5HPP-33	progesterone	yes
46970	5HPP-33	testosterone	no
24105	Fluorene	cortisol	yes
24105	Fluorene	estradiol	yes
24105	Fluorene	estrone	yes
48514	PharmaGSID_48514	hydroxyprogesteroneesterone	no
48514	PharmaGSID_48514	deoxycortisone	no
48514	PharmaGSID_48514	progesterone	no
27236	"2,3-Dinitrotoluene"	hydroxypregnenolone	yes
27236	"2,3-Dinitrotoluene"	hydroxyprogesteroneesterone	yes
27236	"2,3-Dinitrotoluene"	deoxycortisone	yes
27236	"2,3-Dinitrotoluene"	estradiol	yes
27236	"2,3-Dinitrotoluene"	progesterone	yes
27236	"2,3-Dinitrotoluene"	testosterone	yes
22439	Phenolphthalin	hydroxypregnenolone	yes
22439	Phenolphthalin	hydroxyprogesteroneesterone	yes
22439	Phenolphthalin	androsteinedione	yes
22439	Phenolphthalin	deoxycortisone	no
22439	Phenolphthalin	estradiol	yes
22439	Phenolphthalin	estrone	yes
22439	Phenolphthalin	progesterone	yes
22439	Phenolphthalin	testosterone	yes
36515	Testosterone propionate	deoxycortisol	no
36515	Testosterone propionate	hydroxypregnenolone	yes
36515	Testosterone propionate	hydroxyprogesteroneesterone	yes
36515	Testosterone propionate	androsteinedione	yes
36515	Testosterone propionate	cortisol	no
36515	Testosterone propionate	estradiol	yes
36515	Testosterone propionate	estrone	no
36515	Testosterone propionate	progesterone	yes
20371	Dapsone	hydroxyprogesteroneesterone	yes
20371	Dapsone	estradiol	yes
20371	Dapsone	estrone	yes
20371	Dapsone	progesterone	yes
20371	Dapsone	testosterone	yes
30698	alpha-Cyclodextrin	testosterone	yes
48178	FR130739	hydroxypregnenolone	yes
48178	FR130739	deoxycortisone	yes
48178	FR130739	progesterone	yes
47325	SB413217A	deoxycortisol	no
47325	SB413217A	hydroxyprogesteroneesterone	no
47325	SB413217A	androsteinedione	no
47325	SB413217A	cortisol	no
47325	SB413217A	testosterone	no
41097	PK 11195	hydroxypregnenolone	yes
41097	PK 11195	hydroxyprogesteroneesterone	yes
41097	PK 11195	deoxycortisone	yes
41097	PK 11195	estradiol	yes
41097	PK 11195	estrone	yes
41097	PK 11195	progesterone	yes
25607	Methyleugenol	cortisol	yes
25607	Methyleugenol	estradiol	yes
25607	Methyleugenol	estrone	yes
21135	C.I. Solvent Yellow 14	hydroxypregnenolone	yes
21135	C.I. Solvent Yellow 14	hydroxyprogesteroneesterone	yes
21135	C.I. Solvent Yellow 14	cortisol	yes
21135	C.I. Solvent Yellow 14	deoxycortisone	yes
21135	C.I. Solvent Yellow 14	estradiol	yes
21135	C.I. Solvent Yellow 14	estrone	yes
21135	C.I. Solvent Yellow 14	progesterone	yes
42074	Isopropyl-o-cresol	hydroxyprogesteroneesterone	yes
42074	Isopropyl-o-cresol	estradiol	yes
42074	Isopropyl-o-cresol	estrone	yes
40794	Sodium 2-phenylphenate tetrahydrate	hydroxypregnenolone	yes
40794	Sodium 2-phenylphenate tetrahydrate	hydroxyprogesteroneesterone	yes
40794	Sodium 2-phenylphenate tetrahydrate	deoxycortisone	yes
40794	Sodium 2-phenylphenate tetrahydrate	estradiol	yes
40794	Sodium 2-phenylphenate tetrahydrate	estrone	yes
40794	Sodium 2-phenylphenate tetrahydrate	testosterone	yes
20814	Mestranol	deoxycortisol	no
20814	Mestranol	hydroxyprogesteroneesterone	no
20814	Mestranol	deoxycortisone	no
20814	Mestranol	estrone	yes
20352	Cupferron	androsteinedione	no
21391	Tricresyl phosphate	deoxycortisol	no
21391	Tricresyl phosphate	hydroxyprogesteroneesterone	no
27721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	deoxycortisol	no
27721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	hydroxyprogesteroneesterone	yes
27721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	androsteinedione	no
27721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	cortisol	no
27721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	progesterone	yes
27721	4-(2-Phenylpropan-2-yl)-N-[4-(2-phenylpropan-2-yl)phenyl]aniline	testosterone	no
29325	Methyl dihydrojasmonate	estradiol	yes
29325	Methyl dihydrojasmonate	estrone	yes
29325	Methyl dihydrojasmonate	testosterone	no
41889	Diphenyl phosphite	estradiol	yes
41889	Diphenyl phosphite	estrone	yes
27461	Thiocarbazide	deoxycortisol	no
27461	Thiocarbazide	hydroxyprogesteroneesterone	no
27461	Thiocarbazide	androsteinedione	no
27461	Thiocarbazide	cortisol	no
27461	Thiocarbazide	deoxycortisone	no
38924	Hexyl salicylate	estradiol	yes
38924	Hexyl salicylate	estrone	yes
42369	Rhodamine B	hydroxypregnenolone	yes
42369	Rhodamine B	hydroxyprogesteroneesterone	yes
47487	"Sulfuric acid, monononyl ester, sodium salt"	hydroxypregnenolone	yes
47590	2-Phenylethyl benzoate	estradiol	yes
27528	3-(Methylthio)propanal	deoxycortisone	yes
44718	Acid Orange 156	hydroxypregnenolone	yes
44718	Acid Orange 156	hydroxyprogesteroneesterone	yes
44718	Acid Orange 156	deoxycortisone	yes
44718	Acid Orange 156	estradiol	yes
44718	Acid Orange 156	estrone	yes
44718	Acid Orange 156	progesterone	yes
22008	1-Nonanol	progesterone	yes
42011	N-Dodecanoyl-N-methylglycine	estradiol	no
22123	2-Hydroxyethyl acrylate	hydroxyprogesteroneesterone	yes
22123	2-Hydroxyethyl acrylate	androsteinedione	no
22123	2-Hydroxyethyl acrylate	deoxycortisone	yes
22123	2-Hydroxyethyl acrylate	estradiol	yes
22123	2-Hydroxyethyl acrylate	progesterone	yes
42171	4-Dodecylmorpholine	deoxycortisol	no
42171	4-Dodecylmorpholine	hydroxyprogesteroneesterone	no
42171	4-Dodecylmorpholine	androsteinedione	no
42171	4-Dodecylmorpholine	cortisol	no
42171	4-Dodecylmorpholine	testosterone	no
43915	Hydroxyprogesterone caproate	deoxycortisol	no
43915	Hydroxyprogesterone caproate	hydroxyprogesteroneesterone	no
43915	Hydroxyprogesterone caproate	cortisol	no
43915	Hydroxyprogesterone caproate	deoxycortisone	no
43915	Hydroxyprogesterone caproate	estrone	yes
20621	Fenvalerate	deoxycortisol	no
20621	Fenvalerate	hydroxyprogesteroneesterone	no
20621	Fenvalerate	cortisol	no
20621	Fenvalerate	deoxycortisone	no
42130	Diphenylmercury(II)	hydroxyprogesteroneesterone	no
42130	Diphenylmercury(II)	deoxycortisone	yes
42130	Diphenylmercury(II)	estradiol	yes
42052	Indene	hydroxyprogesteroneesterone	yes
42243	Oleyl sarcosine	estradiol	no
47473	Polymethylene polyphenyl isocynate	deoxycortisol	no
47473	Polymethylene polyphenyl isocynate	androsteinedione	no
47473	Polymethylene polyphenyl isocynate	cortisol	no
47473	Polymethylene polyphenyl isocynate	deoxycortisone	no
47473	Polymethylene polyphenyl isocynate	testosterone	no
41978	Flufenoxuron	deoxycortisol	no
41978	Flufenoxuron	hydroxypregnenolone	no
41978	Flufenoxuron	hydroxyprogesteroneesterone	no
41978	Flufenoxuron	deoxycortisone	no
41978	Flufenoxuron	estradiol	yes
41978	Flufenoxuron	testosterone	no
42094	Levomenol	cortisol	no
47433	Equilin	deoxycortisol	no
47433	Equilin	hydroxypregnenolone	yes
47433	Equilin	hydroxyprogesteroneesterone	no
47433	Equilin	androsteinedione	no
47433	Equilin	cortisol	no
47433	Equilin	estradiol	yes
47433	Equilin	estrone	yes
47433	Equilin	testosterone	no
22391	Apigenin	deoxycortisol	no
22391	Apigenin	hydroxyprogesteroneesterone	yes
22391	Apigenin	cortisol	no
22391	Apigenin	estradiol	yes
34317	Benzalkonium chloride	deoxycortisol	no
34317	Benzalkonium chloride	hydroxyprogesteroneesterone	no
34317	Benzalkonium chloride	androsteinedione	no
34317	Benzalkonium chloride	cortisol	no
34317	Benzalkonium chloride	deoxycortisone	no
34317	Benzalkonium chloride	testosterone	no
24046	Paraoxon	deoxycortisol	no
24046	Paraoxon	hydroxyprogesteroneesterone	yes
24046	Paraoxon	cortisol	no
24046	Paraoxon	estradiol	yes
21758	Tris(2-butoxyethyl) phosphate	hydroxyprogesteroneesterone	no
21758	Tris(2-butoxyethyl) phosphate	deoxycortisone	no
21758	Tris(2-butoxyethyl) phosphate	testosterone	no
29214	Methylionone	estradiol	yes
29214	Methylionone	estrone	yes
41389	2'-Acetonaphthone	hydroxyprogesteroneesterone	no
41389	2'-Acetonaphthone	androsteinedione	no
41389	2'-Acetonaphthone	cortisol	yes
41389	2'-Acetonaphthone	estradiol	yes
41389	2'-Acetonaphthone	testosterone	no
44788	Naphthalene-2-sulfonic acid	estradiol	yes
44788	Naphthalene-2-sulfonic acid	estrone	yes
42169	Monotridecyl phosphate	hydroxyprogesteroneesterone	no
42169	Monotridecyl phosphate	androsteinedione	no
42169	Monotridecyl phosphate	estrone	yes
42169	Monotridecyl phosphate	testosterone	no
21916	2-Heptanone	estradiol	yes
44784	"1,3-Butyleneglycol dimethacrylate"	estrone	yes
44430	"1,2-Diphenylethanone"	hydroxypregnenolone	no
44430	"1,2-Diphenylethanone"	hydroxyprogesteroneesterone	no
44430	"1,2-Diphenylethanone"	androsteinedione	no
44430	"1,2-Diphenylethanone"	estradiol	yes
44430	"1,2-Diphenylethanone"	estrone	yes
44430	"1,2-Diphenylethanone"	testosterone	no
23296	Methylene blue	deoxycortisol	yes
23296	Methylene blue	androsteinedione	no
23296	Methylene blue	deoxycortisone	yes
23296	Methylene blue	progesterone	yes
23296	Methylene blue	testosterone	no
24598	Benzyl salicylate	hydroxyprogesteroneesterone	no
24598	Benzyl salicylate	cortisol	yes
24598	Benzyl salicylate	estradiol	yes
24598	Benzyl salicylate	estrone	yes
24598	Benzyl salicylate	testosterone	no
41252	"1,4-Diaminoanthraquinone"	deoxycortisol	no
41252	"1,4-Diaminoanthraquinone"	hydroxyprogesteroneesterone	yes
41252	"1,4-Diaminoanthraquinone"	cortisol	no
41252	"1,4-Diaminoanthraquinone"	deoxycortisone	no
41252	"1,4-Diaminoanthraquinone"	estradiol	yes
41252	"1,4-Diaminoanthraquinone"	estrone	yes
27377	Dimethylaniline	hydroxyprogesteroneesterone	yes
25726	2-Nitroaniline	estradiol	yes
41208	Decyl beta-D-glucopyranoside	hydroxyprogesteroneesterone	no
41208	Decyl beta-D-glucopyranoside	testosterone	no
42424	Sulfaquinoxaline	hydroxyprogesteroneesterone	no
42187	"N,N'-Dibutylthiourea"	estradiol	yes
42187	"N,N'-Dibutylthiourea"	estrone	yes
47425	4-Butylphenol	cortisol	yes
47425	4-Butylphenol	deoxycortisone	no
47425	4-Butylphenol	estradiol	yes
47425	4-Butylphenol	estrone	yes
47425	4-Butylphenol	testosterone	no
34229	gamma-Nonanolactone	estrone	yes
42356	2-(3-Phenylpropyl)pyridine	hydroxyprogesteroneesterone	no
42356	2-(3-Phenylpropyl)pyridine	androsteinedione	no
42356	2-(3-Phenylpropyl)pyridine	estradiol	yes
42356	2-(3-Phenylpropyl)pyridine	estrone	yes
42356	2-(3-Phenylpropyl)pyridine	testosterone	no
27072	Sodium phenolate	estradiol	yes
27072	Sodium phenolate	estrone	yes
20233	Ergocalciferol	deoxycortisol	no
20233	Ergocalciferol	androsteinedione	no
20233	Ergocalciferol	cortisol	no
20233	Ergocalciferol	estrone	yes
20233	Ergocalciferol	testosterone	no
41232	"1,3,5-Triisopropylbenzene"	testosterone	no
26285	Veratraldehyde	estradiol	yes
42198	N-Butyl-p-toluenesulfonamide	hydroxyprogesteroneesterone	no
41275	1-Monolaurin	estradiol	yes
41275	1-Monolaurin	estrone	yes
42273	"2,4-Diisopropylphenol"	cortisol	yes
42273	"2,4-Diisopropylphenol"	estradiol	yes
42273	"2,4-Diisopropylphenol"	estrone	yes
24123	Haloxyfop-methyl	hydroxypregnenolone	yes
24123	Haloxyfop-methyl	deoxycortisone	yes
24123	Haloxyfop-methyl	estrone	yes
40484	Forskolin	deoxycortisol	yes
40484	Forskolin	hydroxypregnenolone	yes
40484	Forskolin	hydroxyprogesteroneesterone	yes
40484	Forskolin	androsteinedione	yes
40484	Forskolin	cortisol	yes
40484	Forskolin	deoxycortisone	yes
40484	Forskolin	estradiol	yes
40484	Forskolin	estrone	yes
40484	Forskolin	testosterone	yes
42436	Sulisobenzone	estradiol	yes
28665	DINP branched	hydroxypregnenolone	yes
28665	DINP branched	hydroxyprogesteroneesterone	yes
28665	DINP branched	deoxycortisone	yes
41299	Dihydrojasmone lactone	estradiol	yes
41299	Dihydrojasmone lactone	estrone	yes
27963	Isooctadecanoic acid	hydroxyprogesteroneesterone	no
27414	"2,3-Dihydro-2,2-dimethyl-7-benzofuranol"	estradiol	yes
27414	"2,3-Dihydro-2,2-dimethyl-7-benzofuranol"	estrone	yes
44391	2-Isopropylphenol	estradiol	yes
42399	Sodium abietate	estrone	yes
25809	Oleic acid	hydroxypregnenolone	yes
41200	"N,N'-Disalicylidene-1,2-diaminopropane"	hydroxypregnenolone	yes
41200	"N,N'-Disalicylidene-1,2-diaminopropane"	cortisol	no
41200	"N,N'-Disalicylidene-1,2-diaminopropane"	deoxycortisone	yes
41200	"N,N'-Disalicylidene-1,2-diaminopropane"	estradiol	yes
41200	"N,N'-Disalicylidene-1,2-diaminopropane"	estrone	yes
41200	"N,N'-Disalicylidene-1,2-diaminopropane"	progesterone	yes
29320	2-Ethylhexyl 4-(dimethylamino)benzoate	deoxycortisol	no
29320	2-Ethylhexyl 4-(dimethylamino)benzoate	androsteinedione	no
29320	2-Ethylhexyl 4-(dimethylamino)benzoate	deoxycortisone	no
29320	2-Ethylhexyl 4-(dimethylamino)benzoate	estradiol	yes
29320	2-Ethylhexyl 4-(dimethylamino)benzoate	testosterone	no
41237	alpha-Terpinene	estradiol	yes
26706	"1,2-Diphenoxyethane"	hydroxyprogesteroneesterone	no
26706	"1,2-Diphenoxyethane"	androsteinedione	no
26706	"1,2-Diphenoxyethane"	estradiol	yes
26706	"1,2-Diphenoxyethane"	estrone	yes
26706	"1,2-Diphenoxyethane"	testosterone	no
25306	5-Ethylidene-2-norbornene	cortisol	no
27756	3-Phenoxybenzenemethanol	hydroxyprogesteroneesterone	no
27756	3-Phenoxybenzenemethanol	androsteinedione	no
27756	3-Phenoxybenzenemethanol	deoxycortisone	yes
27756	3-Phenoxybenzenemethanol	estradiol	yes
27756	3-Phenoxybenzenemethanol	estrone	yes
27756	3-Phenoxybenzenemethanol	testosterone	no
22526	Benzylparaben	deoxycortisol	no
22526	Benzylparaben	hydroxypregnenolone	yes
22526	Benzylparaben	hydroxyprogesteroneesterone	yes
22526	Benzylparaben	androsteinedione	no
22526	Benzylparaben	cortisol	no
22526	Benzylparaben	estrone	no
22526	Benzylparaben	progesterone	yes
22526	Benzylparaben	testosterone	no
27345	Triphenylborane	deoxycortisol	no
27345	Triphenylborane	androsteinedione	no
27345	Triphenylborane	deoxycortisone	no
27345	Triphenylborane	estradiol	yes
27345	Triphenylborane	testosterone	no
21959	"2,4,6-Tribromophenol"	deoxycortisol	no
21959	"2,4,6-Tribromophenol"	androsteinedione	no
21959	"2,4,6-Tribromophenol"	cortisol	no
21959	"2,4,6-Tribromophenol"	estradiol	yes
21959	"2,4,6-Tribromophenol"	estrone	yes
21959	"2,4,6-Tribromophenol"	testosterone	no
29353	1-Cedr-8-en-9-ylethanone	deoxycortisol	no
29353	1-Cedr-8-en-9-ylethanone	hydroxyprogesteroneesterone	no
29353	1-Cedr-8-en-9-ylethanone	deoxycortisone	no
29353	1-Cedr-8-en-9-ylethanone	testosterone	no
41516	2-Ethyl-3-hydroxy-4H-pyran-4-one	estradiol	yes
41516	2-Ethyl-3-hydroxy-4H-pyran-4-one	estrone	yes
34324	Phoxim	deoxycortisol	no
34324	Phoxim	androsteinedione	no
34324	Phoxim	cortisol	no
34324	Phoxim	deoxycortisone	yes
34324	Phoxim	estradiol	yes
34324	Phoxim	progesterone	yes
34324	Phoxim	testosterone	no
40372	Epoxiconazole	deoxycortisol	no
40372	Epoxiconazole	hydroxyprogesteroneesterone	no
40372	Epoxiconazole	androsteinedione	no
40372	Epoxiconazole	cortisol	no
40372	Epoxiconazole	deoxycortisone	yes
40372	Epoxiconazole	estradiol	no
40372	Epoxiconazole	estrone	no
40372	Epoxiconazole	progesterone	yes
40372	Epoxiconazole	testosterone	no
24311	Sodium fluoroacetate	deoxycortisone	no
41794	Cloquintocet-mexyl	deoxycortisol	no
41794	Cloquintocet-mexyl	hydroxyprogesteroneesterone	no
41794	Cloquintocet-mexyl	cortisol	no
41794	Cloquintocet-mexyl	deoxycortisone	no
41794	Cloquintocet-mexyl	estradiol	yes
41794	Cloquintocet-mexyl	estrone	yes
25347	Furfuryl alcohol	hydroxyprogesteroneesterone	yes
24194	Mecoprop	hydroxyprogesteroneesterone	no
24194	Mecoprop	estrone	yes
24624	Bisphenol A diglycidyl ether	hydroxypregnenolone	yes
32591	"Bromo-3-chloro-5,5-dimethylhydantoin"	cortisol	no
32591	"Bromo-3-chloro-5,5-dimethylhydantoin"	deoxycortisone	no
24255	Phenmedipham	deoxycortisol	no
24255	Phenmedipham	cortisol	no
24255	Phenmedipham	estradiol	yes
24255	Phenmedipham	estrone	yes
41491	3-Phenyl-2-propen-1-ol	hydroxyprogesteroneesterone	no
41491	3-Phenyl-2-propen-1-ol	androsteinedione	no
41491	3-Phenyl-2-propen-1-ol	deoxycortisone	no
41491	3-Phenyl-2-propen-1-ol	testosterone	no
21152	4-Phenylphenol	deoxycortisol	no
21152	4-Phenylphenol	androsteinedione	no
21152	4-Phenylphenol	estradiol	yes
21152	4-Phenylphenol	estrone	yes
21152	4-Phenylphenol	progesterone	yes
21152	4-Phenylphenol	testosterone	no
41544	"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin"	deoxycortisol	no
41544	"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin"	cortisol	no
41544	"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin"	deoxycortisone	no
41544	"6-Acetyl-1,1,2,4,4,7-hexamethyltetralin"	testosterone	no
20114	Auramine hydrochloride	hydroxyprogesteroneesterone	no
20114	Auramine hydrochloride	cortisol	no
40731	Diisopropyl phthalate	deoxycortisone	no
25436	8-Hydroxyquinoline sulfate	deoxycortisone	yes
41981	Fluoroacetic acid	deoxycortisol	no
41981	Fluoroacetic acid	deoxycortisone	no
38700	2-Methoxy-4-nitroaniline	deoxycortisol	no
38700	2-Methoxy-4-nitroaniline	hydroxyprogesteroneesterone	yes
38700	2-Methoxy-4-nitroaniline	cortisol	no
38700	2-Methoxy-4-nitroaniline	testosterone	yes
22480	3-Ethylphenol	estradiol	yes
24200	m-Cresol	estradiol	yes
24200	m-Cresol	estrone	yes
22366	Estriol	hydroxypregnenolone	yes
22366	Estriol	deoxycortisone	yes
22366	Estriol	estradiol	yes
22366	Estriol	estrone	yes
41247	"1,3-Diphenyl-1,3-propanedione"	deoxycortisone	yes
41247	"1,3-Diphenyl-1,3-propanedione"	estradiol	yes
32533	Chlorfenapyr	deoxycortisol	no
32533	Chlorfenapyr	hydroxyprogesteroneesterone	no
32533	Chlorfenapyr	androsteinedione	no
32533	Chlorfenapyr	cortisol	no
32533	Chlorfenapyr	deoxycortisone	no
